Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50
0,1,79,0,64,0,1,1,14400,0,0,70,1,2,1,1,6,6,1,1,1,0,0,33600,2,-1,2,0,0,1,0,50000,1,1,90,50,50,50,85,80,90,60,50,19200,1,0,0,0,0 ,0,1
1,1,79,0,57,1,1,1,40000,0,0,43,1,4,1,2,6,5,1,1,1,0,0,60000,2,-1,1,0,0,1,0,80000,1,1,60,50,60,60,70,60,50,70,60,0,1,0,0,3,0 ,0,0
1,1,80,1,72,0,1,1,37200,1,2,60,1,2,1,2,7,9,3,1,1,0,0,72000,2,1,1,0,0,1,1,42000,1,1,90,80,95,80,60,80,90,80,90,33600,1,0,0,1,0 ,0,0
0,1,80,1,47,0,1,2,50000,0,0,52,1,1,1,0,5,8,5,1,1,0,0,100000,2,0,1,0,0,1,-1,100000,0,0,60,60,60,70,50,70,60,70,65,50000,1,0,2,3,0 ,2,0
0,1,79,1,47,0,1,1,50000,0,0,82,1,1,1,1,4,5,1,1,1,0,0,80000,2,-1,1,0,0,1,0,100000,1,1,60,50,60,50,60,60,50,60,60,40000,1,0,0,1,0 ,0,1
0,1,77,0,76,1,1,1,35000,1,0,83,1,1,1,2,6,6,3,0,0,0,0,70000,2,0,2,0,0,1,-1,40000,1,1,50,50,50,60,50,50,50,50,70,30000,1,0,0,1,0 ,0,1
1,1,79,0,37,0,1,2,70000,1,2,55,1,2,1,2,6,8,2,1,1,0,0,100000,1,0,2,0,0,1,0,150000,1,1,70,90,88,90,80,89,90,87,89,30000,2,0,0,1,0 ,0,1
0,0,80,0,52,0,1,1,40000,0,0,100,1,2,1,2,5,5,2,1,0,0,0,60000,6,0,2,1,0,1,0,70000,1,1,70,70,75,80,60,70,70,70,80,0,1,0,0,1,0 ,0,0
1,1,79,1,45,0,1,1,30000,0,0,39,1,2,1,2,5,10,9,0,1,0,0,100000,4,0,2,0,0,1,0,120000,1,1,90,80,70,70,70,80,100,100,60,70000,1,0,0,3,0 ,0,3
0,1,79,0,36,0,1,1,30000,1,0,70,1,1,1,2,6,8,2,1,1,0,0,250000,4,1,2,1,0,1,1,500000,0,0,60,60,50,60,60,60,60,60,60,220000,2,0,0,3,0 ,0,3
0,1,80,0,42,0,1,1,24000,0,0,70,1,1,1,2,4,5,3,0,0,0,1,36000,5,0,1,0,0,1,0,50000,1,0,60,40,60,50,50,50,60,60,60,12000,1,0,0,1,0 ,0,0
1,1,77,1,46,0,1,1,30000,0,0,100,1,2,1,2,5,5,5,1,1,0,0,80000,2,0,1,0,0,1,0,30000,1,1,70,70,70,70,80,80,70,70,80,50000,1,0,0,1,0 ,2,1
1,1,79,0,49,0,1,1,20000,0,0,70,0,0,1,2,5,6,2,0,1,0,0,35000,3,0,1,0,0,1,-1,50000,1,0,20,10,20,20,10,0,10,20,20,15000,2,0,0,0,0 ,0,1
1,1,79,1,41,0,1,1,90000,0,0,79,1,1,1,2,6,6,5,1,1,0,0,200000,3,1,4,1,0,1,0,100000,1,1,50,30,30,80,70,50,50,60,80,110000,1,0,0,1,0 ,0,1
1,1,79,1,35,0,1,2,60000,1,2,60,1,3,1,1,3,5,1,1,1,0,0,70000,3,-1,2,0,0,1,-1,60000,0,0,85,85,85,85,85,80,80,85,85,10000,2,0,0,1,0 ,0,1
1,1,79,1,37,0,1,2,24000,0,0,53,1,1,1,2,5,7,6,1,1,0,0,60000,4,-1,1,1,0,1,-1,50000,0,0,60,30,50,50,40,40,50,60,50,36000,2,0,0,3,0 ,0,0
0,1,80,1,40,0,1,1,0,0,0,90,1,3,1,2,5,6,2,1,1,0,0,50000,3,-1,1,0,0,1,-1,150000,1,1,60,40,50,40,40,30,50,60,50,50000,1,0,0,0,0 ,0,3
1,0,80,0,53,0,0,1,30000,0,0,180,1,2,1,2,4,4,1,1,1,0,0,45000,4,-1,1,0,0,1,0,100000,1,0,30,70,20,30,30,30,60,30,30,0,1,0,0,1,0 ,0,1
1,1,79,1,25,0,1,2,0,1,0,60,1,1,1,2,5,7,4,0,0,1,0,70000,2,0,0,1,0,1,0,60000,1,1,60,50,50,60,60,50,40,50,40,0,2,0,0,3,0 ,0,1
0,1,80,0,37,0,1,1,0,0,0,60,1,1,0,1,3,4,3,0,0,0,0,24000,3,-1,1,0,0,1,-1,30000,0,0,50,50,60,60,50,50,50,60,60,24000,1,0,0,1,0 ,0,1
0,1,77,0,68,0,1,1,28000,1,2,94,1,2,1,4,4,3,2,1,1,0,0,28800,3,-1,1,0,0,1,-1,50000,0,0,70,60,70,40,80,80,80,80,70,0,1,0,0,0,0 ,0,1
1,1,79,1,34,0,1,1,0,0,0,36,1,0,1,2,2,2,5,0,0,0,0,24000,3,-1,0,0,0,1,-1,10000,1,1,95,50,0,30,50,80,100,90,60,24000,1,0,0,3,0 ,0,0
1,1,80,1,58,0,0,1,19000,1,0,84,1,2,1,2,3,5,2,1,1,0,0,40000,2,0,1,1,0,1,0,28000,0,1,60,60,60,60,60,60,60,60,60,24000,1,0,0,3,0 ,0,0
1,1,78,0,52,0,1,2,40000,0,0,67,1,3,1,2,6,8,8,1,1,1,1,110000,4,-1,2,0,0,1,0,100000,1,1,80,70,60,70,60,70,60,70,80,35000,1,0,2,3,0 ,0,3
0,1,80,0,77,1,1,1,15000,1,2,53,1,2,1,2,5,5,3,1,1,0,0,30000,2,0,1,0,0,1,0,30000,1,0,70,60,80,70,70,80,70,70,60,15000,1,0,2,3,0 ,0,0
1,1,79,1,69,0,1,1,20000,0,0,32,0,0,1,1,1,1,3,0,1,0,0,45000,2,-1,0,0,0,1,-1,36000,1,1,50,50,40,50,40,30,50,50,50,25000,1,0,0,1,0 ,0,1
0,0,77,1,70,0,1,1,840,0,0,120,0,1,1,2,1,1,1,1,1,0,0,660,2,-2,1,0,0,1,-1,10000,1,1,100,100,100,100,100,100,100,100,100,660,1,0,0,1,0 ,0,1
1,0,77,1,69,0,0,1,1000,0,0,58.5,0,1,1,2,4,4,1,1,0,0,0,50000,6,-1,2,0,0,1,0,10000,1,0,100,30,60,40,40,100,80,40,20,20000,1,0,0,1,0 ,0,1
1,1,79,0,73,0,1,1,0,1,2,42,0,0,1,2,4,3,2,1,1,0,0,60000,2,-1,1,0,0,1,0,60000,1,1,50,80,70,60,70,80,80,60,70,0,1,0,0,1,0 ,0,1
1,1,80,1,46,0,1,1,20000,0,0,65,1,0,1,1,1,2,3,1,1,0,0,40000,2,-1,1,0,0,1,0,100000,0,0,50,50,50,50,40,60,60,60,60,20000,1,0,0,3,0 ,0,0
1,1,77,1,55,0,0,1,0,0,0,50,1,1,1,2,5,8,5,1,1,0,0,0,1,0,0,0,0,1,-1,60000,1,1,80,70,80,80,80,70,80,70,60,10000,1,0,0,3,0 ,0,3
0,0,80,0,46,1,0,1,30000,0,0,70,1,4,1,2,3,4,2,1,1,0,0,50000,2,-1,1,0,0,1,0,50000,1,0,70,70,80,70,75,80,85,70,80,20000,1,0,0,1,0 ,0,0
1,1,80,1,47,0,1,1,0,0,0,40,1,1,1,2,3,4,1,1,0,0,0,10000,3,-1,0,0,0,1,-1,10000,1,0,90,80,80,80,70,80,80,80,90,0,1,0,0,1,0 ,0,1
0,1,79,1,29,1,1,1,0,0,0,75,1,1,1,2,6,8,6,1,0,0,0,50000,5,0,1,0,0,1,-1,20000,1,0,50,50,50,30,30,50,20,60,60,0,1,0,0,1,0 ,0,1
1,1,80,1,63,0,1,1,20000,0,0,90,1,2,1,2,5,5,4,1,1,0,0,40000,2,0,1,0,0,1,0,30000,1,1,80,60,80,80,70,70,80,80,70,20000,1,0,0,3,0 ,0,0
1,1,80,0,50,0,1,2,36000,0,0,60,1,3,1,1,1,1,1,1,1,0,0,50000,3,-1,1,0,0,1,0,40000,1,1,100,100,100,100,100,100,100,100,100,20000,2,0,2,3,0 ,0,3
1,1,77,0,85,0,1,1,0,0,0,70,0,1,1,4,5,5,2,1,0,0,0,60000,2,0,1,0,0,1,0,20000,1,1,85,85,90,80,85,90,80,80,90,0,1,0,0,1,0 ,0,1
1,1,77,1,60,0,1,2,25000,1,2,100,1,1,1,4,5,5,7,1,1,0,0,50000,2,0,1,1,0,1,0,50000,1,1,50,60,80,60,40,70,60,50,60,25000,2,0,0,3,0 ,2,3
1,1,79,1,63,0,0,1,32400,0,0,67,0,2,1,2,5,7,2,1,1,0,0,45600,4,0,2,0,0,1,0,60000,1,1,100,100,90,90,90,90,90,100,100,13200,1,0,0,3,0 ,0,0
0,1,79,0,42,0,1,1,30000,0,0,60,1,3,1,0,4,4,4,1,1,0,0,30000,1,-1,0,0,0,1,-1,60000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0 ,0,3
0,1,78,0,26,0,1,1,36000,0,0,80,1,1,1,1,2,3,2,1,0,0,0,70000,2,0,0,0,0,1,0,50000,1,1,60,50,60,60,60,70,60,60,60,34000,1,0,0,3,0 ,0,1
1,1,78,0,26,0,1,1,80000,0,0,80,1,0,1,2,3,4,2,1,1,0,0,80000,3,-1,0,0,0,1,0,200000,1,0,60,50,40,50,60,50,50,60,50,0,1,0,0,1,0 ,0,1
0,0,77,0,33,0,1,1,20000,0,0,220,1,3,1,1,3,4,2,1,1,0,0,35000,7,0,1,0,0,1,0,25000,1,1,80,65,80,70,60,60,80,80,70,0,1,0,0,1,0 ,0,1
1,1,78,0,72,0,1,1,6960,1,0,28,0,0,1,1,1,1,1,1,1,0,0,6960,2,-2,0,0,0,1,-1,24000,1,0,50,50,20,60,50,50,70,30,60,0,1,0,0,1,0 ,0,0
0,0,80,0,66,0,1,1,12000,0,0,60,1,3,1,1,2,1,1,1,0,0,0,14000,2,-1,1,0,0,1,-1,30000,1,0,50,50,50,50,50,60,60,50,50,2000,1,0,0,1,0 ,0,1
0,1,78,0,42,0,1,1,30000,1,2,20,1,0,0,2,2,4,1,0,0,0,0,80000,2,-1,0,0,0,1,-1,100000,1,1,70,50,70,80,60,70,80,70,80,0,1,0,0,1,0 ,0,1
1,1,78,1,40,0,1,1,20000,0,0,40,1,1,1,2,3,3,1,1,1,0,0,70000,3,0,1,0,0,1,0,40000,0,1,80,70,50,40,70,50,30,70,80,40000,1,0,0,3,0 ,0,0
1,1,78,0,35,0,0,2,20000,0,0,50,1,2,1,2,7,8,6,1,1,0,0,20000,3,-1,0,0,0,1,0,60000,1,1,50,50,50,50,50,50,50,60,60,0,2,0,0,3,0 ,0,3
0,1,78,1,34,0,1,1,50000,0,0,70,1,0,1,2,5,6,3,0,1,0,0,110000,4,0,1,0,0,1,0,50000,1,1,50,50,50,60,50,40,50,60,60,60000,2,0,0,3,0 ,0,0
0,0,80,0,71,0,1,1,0,0,0,120,1,3,1,2,6,6,2,1,1,0,0,60000,5,0,1,0,0,1,0,20000,1,0,80,60,100,90,80,90,80,80,80,0,1,0,0,5,0 ,2,1
0,0,80,0,55,0,1,1,20000,0,0,40,1,0,1,1,5,6,2,1,1,0,0,20000,2,0,1,0,0,1,0,50000,1,1,70,50,60,75,65,80,50,60,65,0,1,0,0,0,0 ,0,1
0,1,8,1,35,0,1,1,90000,0,0,90,1,2,1,2,5,6,4,1,1,0,0,90000,2,0,1,0,0,1,0,100000,1,1,40,70,65,75,80,55,60,70,0,60000,2,0,0,1,0 ,0,1
0,0,10,0,46,0,1,1,10000,0,0,100,1,3,1,1,10,10,10,1,1,0,0,40000,4,0,2,0,0,1,0,40000,1,1,100,100,100,100,100,100,100,100,100,10000,1,0,0,1,0 ,0,1
1,0,9,0,51,0,1,1,20000,0,0,81,1,1,1,2,1,1,1,1,0,0,0,90000,5,0,2,0,0,1,0,100000,1,0,70,60,70,70,70,60,60,60,60,20000,1,0,0,1,0 ,0,1
0,1,8,0,67,0,1,1,20000,1,0,54,0,3,1,2,3,3,3,1,1,0,0,20000,2,-1,1,0,0,1,-1,30000,0,1,80,90,80,70,80,80,80,80,80,10000,1,0,0,1,0 ,0,1
1,0,10,0,40,0,1,1,70000,0,0,70,1,3,1,1,5,5,1,0,0,0,0,80000,3,-1,2,0,0,1,-1,100000,1,1,100,100,80,100,80,100,100,100,100,10000,1,0,0,1,0 ,0,1
1,0,10,1,52,0,1,1,0,0,0,120,0,0,0,1,2,2,1,0,0,0,0,20000,4,-2,1,0,0,1,-1,100000,1,0,100,90,100,0,20,30,20,60,70,0,1,0,0,0,0 ,0,0
1,0,9,1,33,0,1,1,40000,0,0,50,1,2,1,2,7,8,5,1,0,0,0,70000,4,0,1,1,0,1,0,100000,1,1,80,80,85,80,60,60,80,60,50,30000,1,0,0,1,0 ,0,1
1,1,8,0,46,0,1,1,20000,0,0,48,1,1,1,1,3,4,3,1,0,0,0,50000,3,-1,1,0,0,1,-1,50000,0,0,70,60,60,70,60,70,70,60,70,30000,1,1,0,0,0 ,0,3
0,1,8,0,59,0,1,1,18000,0,0,63,1,3,1,1,5,6,3,1,1,0,0,48000,3,0,1,0,0,1,0,50000,1,1,70,60,40,50,30,40,60,60,60,18000,1,0,0,3,0 ,0,0
1,0,8,0,52,0,1,1,20000,0,0,70,1,2,1,2,4,6,2,1,0,0,0,50000,3,-1,1,0,0,1,-1,100000,1,1,70,70,70,70,70,70,70,70,70,15000,1,0,0,1,0 ,0,4
0,1,8,0,50,0,1,1,20000,0,0,40,0,2,0,3,3,3,3,1,1,0,0,20000,2,0,1,0,0,1,0,50000,1,1,60,60,60,60,60,60,60,60,60,0,1,0,0,1,0 ,0,0
1,1,11,1,63,0,1,1,30000,0,0,61,1,2,1,1,5,3,1,1,1,0,0,80000,5,-1,2,1,0,1,0,4000,1,1,75,75,80,80,70,90,80,90,70,30000,1,0,2,3,0 ,0,0
1,1,11,0,33,0,1,1,80000,0,0,79,1,2,1,1,5,7,2,1,1,0,0,130000,3,0,1,1,0,1,0,150000,0,0,60,40,30,20,60,60,50,40,50,50000,1,0,0,1,0 ,0,1
0,0,10,0,47,0,1,1,25000,0,0,100,1,3,1,1,4,5,4,1,0,0,0,50000,2,0,1,0,0,1,0,70000,1,1,100,80,80,80,80,50,50,80,70,20000,1,0,2,3,0 ,0,0
1,1,8,1,53,0,1,1,18000,0,0,73,1,3,1,1,5,5,5,1,1,0,0,35000,2,-1,1,0,0,1,0,24000,1,1,90,90,90,90,90,100,60,90,90,16000,1,0,2,3,0 ,0,0
0,0,9,1,42,0,0,1,4000,0,0,977,1,2,1,2,5,6,3,1,0,0,0,8000,3,0,1,0,0,1,0,20000,1,1,90,90,90,90,90,90,90,90,90,4000,1,0,0,1,0 ,0,1
1,0,10,1,51,1,0,1,0,0,0,60,1,2,1,2,5,6,6,1,0,0,0,50000,3,0,2,0,0,1,0,100000,1,1,90,80,70,80,80,60,60,50,50,50000,1,0,1,3,0 ,0,0
0,0,9,1,22,0,1,1,28000,0,0,90,1,2,1,2,5,7,7,1,0,0,0,100000,5,0,1,0,0,1,0,40000,1,1,80,80,70,80,80,80,80,100,80,40000,1,0,0,1,0 ,0,1
1,0,8,1,55,0,1,1,5000,0,0,71,1,1,1,8,2,2,1,1,0,0,0,10000,2,-2,1,0,0,1,-1,10000,1,0,70,50,50,50,50,40,50,60,70,5000,1,0,0,1,0 ,0,1
0,0,10,0,39,1,1,1,10000,1,2,80,1,4,1,2,3,6,1,1,1,0,0,20000,4,0,1,1,0,1,0,200000,1,0,100,100,100,80,100,100,60,100,40,10000,1,0,2,1,0 ,0,1
1,0,11,0,58,0,1,1,0,0,0,105,1,0,1,2,5,6,6,1,1,0,0,13000,3,0,1,1,0,1,0,4000,1,1,90,90,90,90,90,98,98,90,100,0,1,0,0,1,0 ,0,1
0,0,10,0,50,0,1,1,50000,0,0,200,1,3,1,2,6,8,3,1,0,0,0,100000,5,1,1,1,0,1,0,100000,1,1,90,70,70,60,70,70,80,80,80,50000,1,0,2,1,0 ,0,1
0,1,11,0,57,0,1,1,23000,1,0,90,1,3,1,1,3,4,7,1,1,0,0,60000,2,-1,1,0,0,1,0,30000,1,1,90,40,90,80,80,90,70,80,90,8000,1,0,2,3,0 ,0,0
0,0,10,0,31,0,1,1,50000,0,0,100,1,2,1,1,5,5,1,1,0,0,0,50000,3,0,1,1,0,1,0,12000,0,0,70,70,70,70,70,85,70,30,70,0,1,0,0,1,0 ,0,1
0,0,8,0,34,0,1,1,20000,1,2,70,1,3,1,2,5,5,3,1,1,0,0,40000,5,0,1,1,0,1,0,30000,1,1,75,75,75,75,75,75,75,75,75,10000,1,0,0,1,0 ,0,1
1,1,11,0,33,0,1,1,50000,0,0,70,1,1,1,2,5,7,5,0,0,0,0,100000,2,0,0,0,0,1,0,100000,1,1,45,60,60,50,50,60,79,80,50,50000,2,0,0,1,0 ,0,1
1,1,11,0,57,0,1,1,10000,0,0,70,0,0,1,4,5,4,3,1,1,0,0,10000,1,-1,1,0,0,1,0,3500,1,0,60,50,50,75,80,50,60,70,75,0,1,0,0,3,0 ,0,3
1,0,8,0,38,0,1,1,30000,0,0,100,1,3,1,1,5,7,5,1,1,0,0,30000,4,0,1,0,0,1,0,100000,1,1,90,80,70,80,90,80,70,70,70,0,1,0,0,1,0 ,0,1
0,0,8,0,64,0,1,1,20000,0,0,85,1,2,1,2,5,5,3,1,1,0,0,40000,2,0,1,0,0,1,0,30000,1,1,70,70,70,70,70,70,70,70,70,20000,1,0,0,1,0 ,0,1
0,1,8,1,33,0,1,1,0,0,0,40,1,1,1,3,4,5,3,1,0,0,0,30000,2,0,1,0,0,1,0,20000,1,1,70,40,60,70,60,60,60,70,60,25000,1,0,0,1,0 ,0,1
1,1,8,1,56,0,1,1,0,0,0,60,1,3,1,2,3,3,4,1,0,0,0,25000,5,0,1,0,0,1,0,1500,1,1,100,100,80,100,90,90,90,90,95,25000,1,0,0,1,0 ,0,0
1,0,9,1,35,0,1,1,10000,0,0,45,1,0,1,1,1,4,2,1,0,0,0,20000,4,-1,1,0,0,1,-1,80000,1,1,80,80,80,80,80,80,60,80,60,10000,1,0,0,1,0 ,0,1
1,1,8,0,57,0,1,2,130000,1,2,30,1,3,1,1,7,7,6,1,1,0,0,200000,1,1,3,0,0,1,0,200000,1,1,30,40,20,50,30,40,40,60,20,70000,2,0,0,3,0 ,0,1
1,0,9,1,66,0,1,1,10000,0,0,80,1,3,1,2,2,2,1,1,1,0,0,10000,2,-1,1,0,0,1,-1,50000,0,1,90,70,80,80,80,80,80,80,80,0,1,0,0,1,0 ,0,1
0,0,8,0,41,0,1,1,30000,0,0,65,1,1,1,2,3,3,5,1,0,0,0,60000,2,0,0,0,0,1,-1,70000,1,1,85,40,50,80,90,80,80,80,60,30000,1,0,0,1,0 ,0,1
0,0,8,1,24,0,1,2,40000,1,1,60,1,4,1,2,6,7,6,1,1,0,0,80000,2,1,0,0,0,0,0,50000,1,1,90,90,90,90,90,90,90,90,90,20000,2,1,0,4,1 ,2,3
1,0,9,1,66,0,1,1,2500,0,0,50,0,1,1,2,5,5,3,1,0,0,0,5000,2,-1,1,0,0,1,-1,10000,1,1,95,95,95,95,95,95,95,95,95,2500,1,0,0,1,0 ,0,1
0,0,8,1,50,0,1,1,20000,0,0,117,1,3,1,1,5,5,3,1,1,0,0,40000,4,0,1,0,0,1,0,30000,1,1,80,80,80,80,80,80,80,80,80,10000,1,0,0,1,0 ,0,1
1,0,10,1,48,0,1,1,5000,0,0,100,1,2,1,1,5,5,1,1,0,0,0,15000,2,0,1,0,0,1,-1,60000,1,1,70,70,70,70,80,80,70,70,70,10000,1,0,0,0,0 ,0,1
1,1,8,0,63,0,1,1,10000,0,0,60,1,1,1,2,3,3,2,1,0,0,0,60000,5,-1,0,0,0,1,-1,80000,1,1,50,60,40,75,60,75,80,70,80,0,1,0,0,3,0 ,0,0
0,1,8,1,60,0,1,1,17000,1,0,60,1,1,1,1,2,3,3,1,0,0,0,17000,3,0,1,0,0,1,-1,30000,1,1,90,90,90,90,90,90,90,90,90,0,1,0,0,1,0 ,0,1
0,0,8,1,39,0,1,1,20000,0,0,70,1,3,1,2,4,4,2,1,1,0,0,40000,2,0,1,0,0,1,0,30000,1,1,70,70,70,70,70,70,70,70,70,20000,1,0,0,1,0 ,0,1
0,0,9,1,33,0,1,1,100000,0,0,100,1,1,1,2,5,7,3,1,1,0,0,100000,5,1,2,1,0,1,-1,30000,1,1,100,100,100,100,100,100,100,100,100,100000,1,0,0,1,0 ,0,1
0,0,8,1,67,0,0,1,0,0,0,80,0,1,1,3,4,5,5,1,0,0,0,20000,2,0,1,0,0,1,0,0,1,1,60,60,60,60,60,60,60,60,60,20000,1,0,0,1,0 ,0,1
1,0,8,0,64,0,1,1,50000,1,2,78,1,3,1,3,5,5,3,1,0,0,0,50000,2,0,2,1,0,1,0,50000,1,1,100,100,90,100,90,100,100,100,90,0,1,0,0,1,0 ,0,1
0,0,8,1,75,0,1,1,0,0,0,50,1,1,1,4,2,2,1,1,0,0,0,12000,2,-2,0,0,0,1,-1,20000,1,1,100,70,70,70,70,60,60,70,90,0,1,0,0,1,0 ,0,1
1,0,9,1,58,0,1,1,15000,0,0,70,1,2,1,2,5,5,5,1,1,0,0,60000,4,0,1,0,0,2,0,30000,1,1,60,60,60,60,60,60,60,60,60,15000,1,0,0,0,0 ,0,1
1,0,8,0,54,0,1,2,40000,0,0,88,0,2,1,2,6,6,7,1,1,0,0,80000,2,0,1,0,0,1,0,60000,1,1,98,90,85,90,80,90,90,90,90,40000,1,0,0,0,0 ,0,0
0,0,10,1,44,0,1,1,25000,0,0,200,1,2,1,2,6,7,3,1,0,0,0,50000,3,0,1,0,0,1,0,10000,1,1,90,90,90,90,90,90,90,90,90,25000,1,0,0,1,0 ,0,1
1,0,8,1,64,0,1,1,6000,0,0,90,1,4,1,2,5,5,5,1,1,0,0,12000,2,0,1,0,0,1,0,8000,1,1,100,100,90,90,80,80,80,90,100,6000,1,0,0,1,0 ,0,1
0,0,8,0,57,0,1,1,20000,0,0,80,1,2,1,2,1,1,1,1,0,0,0,30000,2,0,1,0,0,1,0,50000,1,0,70,70,60,70,70,80,70,70,60,10000,1,0,0,1,0 ,0,1
1,0,11,0,40,0,1,1,20000,0,0,78,1,1,1,2,5,5,4,1,0,0,0,20000,2,0,1,0,0,1,0,50000,1,1,60,50,50,50,50,50,50,60,50,0,1,0,0,1,0 ,0,1
1,0,10,0,40,0,1,1,7000,0,0,100,1,2,1,1,3,4,1,1,0,0,0,25000,7,0,1,0,0,1,0,100000,1,1,60,60,60,70,70,60,60,65,70,7000,1,0,0,1,0 ,0,1
0,1,8,0,58,0,1,1,20000,0,0,60,1,3,0,2,2,2,2,1,0,0,0,20000,2,-1,1,0,0,1,-1,25000,0,1,90,90,90,90,90,90,90,90,90,0,1,0,0,1,0 ,0,1
1,1,8,0,65,0,1,1,0,1,0,58.8,1,2,1,2,3,3,2,1,1,0,0,50000,3,-1,1,0,0,1,0,50000,1,1,90,80,80,80,80,80,80,80,80,0,1,0,0,1,0 ,0,1
1,1,11,0,53,0,1,1,50000,0,0,60,1,1,1,2,8,9,6,1,1,0,0,80000,3,0,1,0,0,1,0,50000,1,1,90,90,90,100,90,90,90,90,90,30000,1,0,0,3,0 ,0,0
1,0,9,1,24,0,1,1,0,0,0,180,1,2,1,1,5,6,4,1,0,0,0,100000,5,0,1,1,0,1,-1,200000,1,1,90,90,95,90,80,80,90,70,80,100000,1,0,0,1,0 ,0,0
0,1,8,1,35,0,1,2,30000,0,0,72,1,3,1,1,5,7,4,1,1,1,1,70000,4,0,1,0,0,1,0,50000,1,1,80,80,80,80,80,80,80,80,80,40000,2,0,0,3,0 ,0,0
1,0,8,0,46,0,1,1,60000,0,0,78,1,3,1,2,1,1,1,1,1,0,0,60000,1,-1,1,0,0,1,-1,30000,1,1,50,60,30,50,50,40,50,60,40,0,1,0,0,1,0 ,0,1
1,0,11,0,69,0,1,1,0,0,0,54,1,3,1,2,5,5,2,1,1,0,0,6000,2,1,1,1,0,1,0,10000,1,1,90,40,80,80,80,60,50,40,50,0,1,0,0,1,0 ,0,1
1,1,8,0,38,0,1,2,30000,0,0,83.9,1,2,1,1,5,5,4,1,1,1,1,50000,3,0,1,0,0,1,0,50000,1,1,80,70,80,80,80,80,80,80,80,20000,2,0,0,3,0 ,0,3
1,0,9,1,79,0,1,1,0,0,0,120,1,0,1,4,4,4,4,1,0,0,0,10000,4,0,1,0,0,1,0,5000,1,1,70,70,70,70,70,70,70,70,70,0,1,0,0,1,0 ,0,0
0,1,11,0,49,0,1,1,0,1,0,80,1,2,1,2,3,5,1,1,1,0,0,100000,2,0,4,1,0,1,-1,30000,1,1,80,60,70,90,50,60,80,80,80,100000,1,1,0,3,0 ,0,0
0,1,11,0,38,0,1,1,20000,0,0,53,1,1,1,2,5,6,3,1,1,1,1,40000,3,0,1,0,0,1,0,60000,1,1,70,70,70,70,70,70,70,70,70,20000,1,0,0,1,0 ,0,1
1,0,8,1,30,0,1,1,0,0,0,60,1,2,1,1,5,8,4,1,0,0,0,10000,3,0,1,1,0,1,0,40000,1,1,60,60,70,60,60,60,60,60,60,10000,1,0,0,1,0 ,0,0
1,0,9,1,28,0,1,1,30000,0,0,80,1,1,1,2,5,7,3,1,0,0,0,30000,5,0,1,1,0,1,0,20000,1,1,90,90,90,90,90,90,90,90,90,20000,1,0,0,1,0 ,0,0
0,1,11,1,23,0,1,2,10000,0,0,54,1,2,1,2,4,5,5,1,0,0,0,10000,1,0,1,0,0,1,0,100000,1,1,40,50,50,50,60,50,30,60,50,90000,2,0,0,4,0 ,0,4
1,1,11,1,38,0,1,1,40000,0,0,79,1,2,1,1,4,5,3,1,0,0,0,100000,2,0,1,0,0,1,0,50000,1,0,70,50,40,60,60,60,70,50,70,60000,1,0,0,1,0 ,0,1
1,0,9,0,43,0,0,1,30000,0,0,88,1,1,1,2,2,2,1,1,0,0,0,60000,3,0,1,0,0,1,0,200000,1,1,60,60,50,20,60,60,60,80,80,30000,1,0,0,1,0 ,0,1
1,0,9,1,43,0,1,1,10000,0,0,70,1,1,1,1,2,2,1,0,0,0,0,30000,2,0,1,0,0,1,-1,30000,0,0,80,80,80,70,70,60,60,70,70,20000,1,0,0,1,0 ,0,1
1,1,8,1,72,0,1,1,0,0,0,120,1,3,1,2,2,3,1,1,1,0,0,40000,4,0,1,0,0,1,0,10000,1,1,70,50,70,70,60,50,40,60,20,0,1,0,0,1,0 ,0,1
1,1,8,0,60,0,1,1,0,0,0,70,1,3,1,2,4,4,2,1,1,0,0,36000,2,0,1,0,0,1,0,30000,1,1,60,60,60,60,60,60,60,60,60,0,1,0,0,1,0 ,0,0
0,0,8,1,36,0,1,1,20000,0,0,140,1,0,1,2,5,6,5,1,0,0,0,50000,4,0,1,1,0,1,0,250000,1,1,90,90,90,90,90,90,90,99,90,30000,1,0,0,1,0 ,0,1
1,0,9,0,42,0,1,2,30000,0,0,120,1,2,1,2,1,2,1,0,0,1,1,60000,3,0,2,1,0,1,0,60000,1,1,50,50,80,70,80,60,50,50,50,30000,1,0,0,1,0 ,0,1
0,0,9,1,37,0,1,1,50000,0,0,65,1,2,1,2,4,7,2,1,1,0,0,70000,3,0,2,1,0,1,0,500000,1,1,80,60,70,70,80,80,80,80,80,50000,1,0,0,3,0 ,0,1
1,0,11,0,41,0,1,2,70000,0,0,90,1,3,1,2,4,6,2,1,1,0,0,10000,3,1,1,0,0,1,0,200000,1,0,20,30,10,40,30,20,40,60,40,30000,1,0,0,1,0 ,0,1
1,0,8,1,42,0,1,1,50000,0,0,60,1,3,1,2,6,6,5,1,1,0,0,100000,2,1,1,0,0,1,0,100000,1,1,90,90,90,80,70,90,90,90,90,50000,1,0,0,3,0 ,0,0
